"Endogenous","Exogenous","Scale","Direction","Test","Statistic","p_value","p_value_fdr","Significant_Original","Significant_FDR"
"SIR","USMPU","D3","X_to_Y","Linear_F",1.8807,0.1542,0.2284,"No","No"
"SIR","USMPU","D3","Y_to_X","Linear_F",2.0709,0.1278,0.3067,"No","No"
"SIR","USMPU","D3","X_to_Y","NN_GC",0.0188,1,1,"No","No"
"SIR","USMPU","D3","Y_to_X","NN_GC",0.1291,1,1,"No","No"
"SIR","USMPU","D4","X_to_Y","Linear_F",13.6501,0,0,"Yes","Yes"
"SIR","USMPU","D4","Y_to_X","Linear_F",15.0764,0,0,"Yes","Yes"
"SIR","USMPU","D4","X_to_Y","NN_GC",0.184,0.9998,1,"No","No"
"SIR","USMPU","D4","Y_to_X","NN_GC",-0.0128,1,1,"No","No"
"SIR","USMPU","D5","X_to_Y","Linear_F",3.5874,0.0288,0.0751,"Yes","Yes"
"SIR","USMPU","D5","Y_to_X","Linear_F",1.956,0.1431,0.3151,"No","No"
"SIR","USMPU","D5","X_to_Y","NN_GC",0.3556,0.9904,1,"No","No"
"SIR","USMPU","D5","Y_to_X","NN_GC",0.6027,0.8813,1,"No","No"
"SIR","USMPU","D6","X_to_Y","Linear_F",81.8057,0,0,"Yes","Yes"
"SIR","USMPU","D6","Y_to_X","Linear_F",3.0201,0.0502,0.14,"Yes","No"
"SIR","USMPU","D6","X_to_Y","NN_GC",0.0143,1,1,"No","No"
"SIR","USMPU","D6","Y_to_X","NN_GC",0.0342,1,1,"No","No"
"Oil Price (WTI)","EPU","D1","X_to_Y","Linear_F",2.718,0.0675,0.1397,"Yes","No"
"Oil Price (WTI)","EPU","D1","Y_to_X","Linear_F",1.1226,0.3267,0.5757,"No","No"
"Oil Price (WTI)","EPU","D1","X_to_Y","NN_GC",0.0514,1,1,"No","No"
"Oil Price (WTI)","EPU","D1","Y_to_X","NN_GC",0.1578,0.9999,1,"No","No"
"Oil Price (WTI)","EPU","D2","X_to_Y","Linear_F",1.5297,0.2182,0.3045,"No","No"
"Oil Price (WTI)","EPU","D2","Y_to_X","Linear_F",3.3471,0.0364,0.1161,"Yes","No"
"Oil Price (WTI)","EPU","D2","X_to_Y","NN_GC",0.1047,1,1,"No","No"
"Oil Price (WTI)","EPU","D2","Y_to_X","NN_GC",0.0109,1,1,"No","No"
